,,Temp,Hi,Low,Out,Dew,Wind,Wind,Wind,Hi,Hi,Wind,Heat,THW,THSW,,,Rain,Solar,Solar,Hi Solar,UV ,UV ,Hi ,Heat,Cool,In ,In,In ,In ,,Wind,Wind,ISS ,Arc.
1/3/2022,6:30 PM,27.7,28.1,27.7,53,17.3,0,---,0,0,---,27.7,28.3,28.3,27.2,1005.5,0,0,18,0.26,26,0,0,0,0,0.065,24.3,60,16,24.7,0,234,1,100,10
1/3/2022,6:40 PM,27.3,27.7,27.3,54,17.2,0,---,0,0,---,27.3,27.7,27.7,26.4,1005.7,0,0,5,0.07,11,0,0,0,0,0.062,24.3,60,16,24.7,0,234,1,100,10
1/3/2022,6:50 PM,27,27.3,27,54,16.9,0,---,0,0,---,27,27.4,27.4,26.1,1005.8,0,0,0,0,0,0,0,0,0,0.06,24.2,61,16.2,24.7,0,234,1,100,10
1/3/2022,7:00 PM,26.7,27,26.7,55,16.9,0,---,0,0,---,26.7,27.1,27.1,25.7,1006,0,0,0,0,0,0,0,0,0,0.058,24.2,65,17.2,24.9,0.03,235,1,100,10
1/3/2022,7:10 PM,26.4,26.7,26.4,55,16.6,0,---,0,0,---,26.4,26.7,26.7,25.3,1006.1,0,0,0,0,0,0,0,0,0,0.056,24.1,64,16.8,24.7,0,234,1,100,10
1/3/2022,7:20 PM,26.2,26.4,26.2,56,16.7,0,---,0,0,---,26.2,26.6,26.6,25.3,1006.4,0,0,0,0,0,0,0,0,0,0.055,23.9,63,16.5,24.6,0,234,1,100,10
1/3/2022,7:30 PM,26.1,26.2,26.1,57,16.9,0,---,0,0,---,26.1,26.6,26.6,25.2,1006.6,0,0,0,0,0,0,0,0,0,0.054,23.9,62,16.2,24.5,0,234,1,100,10
1/3/2022,7:40 PM,26.3,26.3,26.1,59,17.7,0,---,0,0,---,26.3,26.9,26.9,25.6,1006.6,0,0,0,0,0,0,0,0,0,0.056,23.9,61,15.9,24.4,0,234,1,100,10
1/3/2022,7:50 PM,26,26.3,26,60,17.6,0,---,0,0,---,26,26.6,26.6,25.3,1006.9,0,0,0,0,0,0,0,0,0,0.053,23.9,58,15.1,24.3,0,234,1,100,10
1/3/2022,8:00 PM,25.7,26,25.7,61,17.6,0,---,0,0,---,25.7,26.3,26.3,25,1007.3,0,0,0,0,0,0,0,0,0,0.051,23.9,63,16.4,24.5,0.05,234,1,100,10
1/3/2022,8:10 PM,25.3,25.7,25.3,64,18,0,---,0,0,---,25.3,26.1,26.1,24.8,1007.5,0,0,0,0,0,0,0,0,0,0.049,23.8,64,16.6,24.4,0,235,1,100,10
1/3/2022,8:20 PM,24.9,25.3,24.9,66,18.1,0,---,0,0,---,24.9,25.7,25.7,24.4,1007.6,0,0,0,0,0,0,0,0,0,0.046,23.7,64,16.5,24.3,0,234,1,100,10
1/3/2022,8:30 PM,24.6,24.9,24.6,67,18.1,0,---,0,0,---,24.6,25.4,25.4,24.2,1007.7,0,0,0,0,0,0,0,0,0,0.044,23.7,61,15.7,24.2,0,234,1,100,10
1/3/2022,8:40 PM,24.3,24.6,24.3,68,18,0,---,0,0,---,24.3,25.2,25.2,23.9,1007.9,0,0,0,0,0,0,0,0,0,0.042,23.8,63,16.3,24.4,0,234,1,100,10
1/3/2022,8:50 PM,24.2,24.3,24.2,70,18.4,0,---,0,0,---,24.2,25.2,25.2,23.9,1008.1,0,0,0,0,0,0,0,0,0,0.041,23.7,64,16.5,24.3,0,234,1,100,10
1/3/2022,9:00 PM,24,24.2,24,71,18.4,0,---,0,0,---,24,25,25,23.7,1008.2,0,0,0,0,0,0,0,0,0,0.039,23.7,61,15.7,24.2,0,234,1,100,10
1/3/2022,9:10 PM,23.8,24,23.8,71,18.3,0,---,0,0,---,23.8,24.8,24.8,23.6,1008.4,0,0,0,0,0,0,0,0,0,0.038,23.8,64,16.6,24.4,0.03,235,1,100,10
1/3/2022,9:20 PM,23.8,23.8,23.8,71,18.2,0,---,0,0,---,23.8,24.8,24.8,23.5,1008.7,0,0,0,0,0,0,0,0,0,0.038,23.7,63,16.2,24.3,0,234,1,100,10
1/3/2022,9:30 PM,23.7,23.8,23.7,72,18.4,0,---,0,0,---,23.7,24.7,24.7,23.4,1008.8,0,0,0,0,0,0,0,0,0,0.037,23.8,64,16.6,24.4,0,234,1,100,10
1/3/2022,9:40 PM,23.7,23.7,23.7,72,18.4,0,NNE,0,1.3,NNE,23.7,24.7,24.7,23.4,1009.1,0,0,0,0,0,0,0,0,0,0.037,23.7,64,16.5,24.3,0,234,1,100,10
1/3/2022,9:50 PM,23.5,23.7,23.5,73,18.4,0.4,NNE,0.27,4.5,NNE,23.5,24.5,24.5,23.2,1009.5,0,0,0,0,0,0,0,0,0,0.036,23.9,60,15.7,24.4,0,234,1,100,10
1/3/2022,10:00 PM,23.4,23.5,23.4,73,18.3,0.9,NNE,0.54,2.7,NNE,23.4,24.4,24.4,23.2,1009.5,0,0,0,0,0,0,0,0,0,0.035,23.7,64,16.5,24.3,0.03,234,1,100,10
1/3/2022,10:10 PM,23.4,23.4,23.4,73,18.3,0,NNE,0,1.8,NNE,23.4,24.4,24.4,23.2,1009.6,0,0,0,0,0,0,0,0,0,0.035,23.9,63,16.4,24.5,0,234,1,100,10
1/3/2022,10:20 PM,23.2,23.4,23.2,73,18.1,0,---,0,0,---,23.2,24.2,24.2,22.9,1009.8,0,0,0,0,0,0,0,0,0,0.034,23.6,64,16.3,24.2,0,235,1,100,10
1/3/2022,10:30 PM,23.2,23.2,23.2,73,18.1,0,SE,0,1.8,SE,23.2,24.1,24.1,22.8,1009.8,0,0,0,0,0,0,0,0,0,0.034,23.9,64,16.7,24.6,0,234,1,100,10
1/3/2022,10:40 PM,23.1,23.2,23.1,73,18,0,---,0,0,---,23.1,23.9,23.9,22.7,1009.8,0,0,0,0,0,0,0,0,0,0.033,23.6,63,16.1,24.2,0,234,1,100,10
1/3/2022,10:50 PM,23.1,23.1,23.1,73,18,0,NNE,0,0.4,NNE,23.1,23.9,23.9,22.7,1009.8,0,0,0,0,0,0,0,0,0,0.033,23.8,64,16.6,24.4,0,234,1,100,10
1/3/2022,11:00 PM,23,23.1,23,73,17.9,0,NNE,0,2.2,SE,23,23.8,23.8,22.6,1009.9,0,0,0,0,0,0,0,0,0,0.032,23.7,61,15.7,24.2,0.03,234,1,100,10
1/3/2022,11:10 PM,22.9,23,22.9,74,18.1,0,---,0,0,---,22.9,23.8,23.8,22.5,1009.8,0,0,0,0,0,0,0,0,0,0.032,23.7,64,16.5,24.3,0,234,1,100,10
1/3/2022,11:20 PM,22.9,23,22.9,74,18.1,0,---,0,0,---,22.9,23.8,23.8,22.5,1009.7,0,0,0,0,0,0,0,0,0,0.032,23.9,62,16.2,24.5,0,235,1,100,10
1/3/2022,11:30 PM,22.8,22.9,22.8,74,18,0,---,0,0,---,22.8,23.7,23.7,22.4,1009.6,0,0,0,0,0,0,0,0,0,0.031,23.7,63,16.2,24.3,0,234,1,100,10
1/3/2022,11:40 PM,22.8,22.8,22.8,74,18,0,---,0,0,---,22.8,23.7,23.7,22.4,1009.5,0,0,0,0,0,0,0,0,0,0.031,23.8,63,16.3,24.4,0,234,1,100,10
1/3/2022,11:50 PM,22.8,22.8,22.8,74,17.9,0,---,0,0,---,22.8,23.6,23.6,22.3,1009.4,0,0,0,0,0,0,0,0,0,0.031,23.9,63,16.5,24.6,0,234,1,100,10
1/4/2022,12:00 AM,22.7,22.8,22.7,75,18.1,0,---,0,0,---,22.7,23.6,23.6,22.3,1009.4,0,0,0,0,0,0,0,0,0,0.03,23.7,63,16.2,24.3,0.03,234,1,100,10
1/4/2022,12:10 AM,22.7,22.7,22.7,75,18,0,---,0,0,---,22.7,23.4,23.4,22.2,1009.3,0,0,0,0,0,0,0,0,0,0.03,23.9,63,16.4,24.5,0,233,1,100,10
1/4/2022,12:20 AM,22.6,22.7,22.6,75,18,0,---,0,0,---,22.6,23.3,23.3,22.1,1009.2,0,0,0,0,0,0,0,0,0,0.03,23.9,63,16.5,24.6,0,234,1,100,10
1/4/2022,12:30 AM,22.6,22.6,22.5,75,17.9,0,---,0,0,---,22.6,23.3,23.3,22,1009.1,0,0,0,0,0,0,0,0,0,0.029,23.7,63,16.2,24.3,0,235,1,100,10
1/4/2022,12:40 AM,22.5,22.6,22.5,76,18.1,0,---,0,0,---,22.5,23.2,23.2,21.9,1008.9,0,0,0,0,0,0,0,0,0,0.029,23.8,63,16.3,24.4,0,234,1,100,10
1/4/2022,12:50 AM,22.5,22.5,22.5,76,18.1,0.4,WSW,0.27,2.2,W,22.5,23.2,23.2,21.9,1008.8,0,0,0,0,0,0,0,0,0,0.029,23.9,63,16.5,24.6,0,234,1,100,10
1/4/2022,1:00 AM,22.4,22.5,22.4,76,17.9,0.4,NNE,0.27,1.8,SE,22.4,23.1,23.1,21.8,1008.7,0,0,0,0,0,0,0,0,0,0.028,23.9,56,14.6,24.3,0.03,234,1,100,10
1/4/2022,1:10 AM,22.3,22.4,22.3,77,18.1,0.9,WSW,0.54,2.2,WSW,22.3,23.1,23.1,21.8,1008.6,0,0,0,0,0,0,0,0,0,0.028,23.8,63,16.3,24.4,0,234,1,100,10
1/4/2022,1:20 AM,22.3,22.3,22.3,77,18.1,0.9,NNE,0.54,1.8,WSW,22.3,23.1,23.1,21.8,1008.4,0,0,0,0,0,0,0,0,0,0.028,23.9,63,16.4,24.5,0,234,1,100,10
1/4/2022,1:30 AM,22.2,22.3,22.2,78,18.2,0.9,WSW,0.54,1.8,NNE,22.2,22.9,22.9,21.6,1008.3,0,0,0,0,0,0,0,0,0,0.027,23.9,63,16.5,24.6,0,235,1,100,10
1/4/2022,1:40 AM,22.1,22.2,22.1,78,18.1,0.9,NNE,0.54,1.8,NNE,22.1,22.8,22.8,21.5,1008.1,0,0,0,0,0,0,0,0,0,0.026,24.2,62,16.4,24.7,0,234,1,100,10
1/4/2022,1:50 AM,22.1,22.1,22.1,78,18,0.9,WSW,0.54,2.2,NNE,22.1,22.7,22.7,21.4,1008.1,0,0,0,0,0,0,0,0,0,0.026,23.9,61,15.9,24.4,0,234,1,100,10
1/4/2022,2:00 AM,22.1,22.1,22,78,18,0.4,NNE,0.27,1.8,NNE,22.1,22.7,22.7,21.4,1008.1,0,0,0,0,0,0,0,0,0,0.026,23.8,63,16.3,24.4,0,234,1,100,10
1/4/2022,2:10 AM,22,22,22,79,18.2,0.4,NNE,0.27,1.8,NNE,22,22.7,22.7,21.4,1008,0,0,0,0,0,0,0,0,0,0.025,23.9,63,16.5,24.6,0.03,234,1,100,10
1/4/2022,2:20 AM,21.9,22,21.9,79,18.1,0.9,NNE,0.54,1.8,SE,21.9,22.7,22.7,21.4,1007.9,0,0,0,0,0,0,0,0,0,0.025,24.1,62,16.3,24.6,0,234,1,100,10
1/4/2022,2:30 AM,21.9,21.9,21.9,79,18.1,0.4,WSW,0.27,2.2,WSW,21.9,22.6,22.6,21.3,1007.9,0,0,0,0,0,0,0,0,0,0.025,24.2,62,16.4,24.7,0,234,1,100,10
1/4/2022,2:40 AM,21.9,21.9,21.8,80,18.3,0.4,SE,0.27,1.3,SE,21.9,22.6,22.6,21.3,1007.8,0,0,0,0,0,0,0,0,0,0.025,23.8,62,16.1,24.3,0,235,1,100,10
1/4/2022,2:50 AM,21.8,21.9,21.8,80,18.2,0.4,NNE,0.27,1.3,SE,21.8,22.6,22.6,21.3,1007.7,0,0,0,0,0,0,0,0,0,0.024,23.8,63,16.3,24.4,0,234,1,100,10
1/4/2022,3:00 AM,21.8,21.8,21.8,80,18.2,0,NNE,0,0.9,NNE,21.8,22.6,22.6,21.3,1007.6,0,0,0,0,0,0,0,0,0,0.024,23.9,62,16.2,24.5,0,234,1,100,10
1/4/2022,3:10 AM,21.8,21.8,21.8,80,18.2,0.4,SE,0.27,1.3,NNE,21.8,22.5,22.5,21.2,1007.5,0,0,0,0,0,0,0,0,0,0.024,24.1,62,16.3,24.6,0.03,234,1,100,10
1/4/2022,3:20 AM,21.7,21.8,21.7,80,18.1,0.4,SE,0.27,1.8,SE,21.7,22.4,22.4,21.2,1007.4,0,0,0,0,0,0,0,0,0,0.024,24.2,62,16.4,24.7,0,234,1,100,10
1/4/2022,3:30 AM,21.7,21.8,21.7,80,18.1,0.4,ESE,0.27,1.3,ESE,21.7,22.4,22.4,21.2,1007.4,0,0,0,0,0,0,0,0,0,0.024,23.9,60,15.7,24.4,0,234,1,100,10
1/4/2022,3:40 AM,21.7,21.7,21.7,80,18.1,0,WSW,0,1.3,ESE,21.7,22.4,22.4,21.1,1007.4,0,0,0,0,0,0,0,0,0,0.023,23.8,62,16.1,24.3,0,235,1,100,10
1/4/2022,3:50 AM,21.6,21.7,21.6,80,18,0.4,WSW,0.27,1.3,WSW,21.6,22.3,22.3,21.1,1007.3,0,0,0,0,0,0,0,0,0,0.023,23.9,62,16.2,24.5,0,234,1,100,10
1/4/2022,4:00 AM,21.6,21.6,21.6,80,18,0.4,NNE,0.27,1.8,NNE,21.6,22.3,22.3,21,1007.4,0,0,0,0,0,0,0,0,0,0.022,23.9,62,16.2,24.5,0.03,234,1,100,10
1/4/2022,4:10 AM,21.6,21.6,21.5,81,18.2,0.4,NNE,0.27,1.8,NNE,21.6,22.3,22.3,21.1,1007.5,0,0,0,0,0,0,0,0,0,0.022,24.1,62,16.3,24.6,0,234,1,100,10
1/4/2022,4:20 AM,21.4,21.6,21.4,81,18,0.4,NNE,0.27,1.8,NNE,21.4,22.2,22.2,20.9,1007.5,0,0,0,0,0,0,0,0,0,0.022,24.2,62,16.4,24.7,0,234,1,100,10
1/4/2022,4:30 AM,21.4,21.5,21.4,81,18,0,NNE,0,1.3,NNE,21.4,22.1,22.1,20.8,1007.6,0,0,0,0,0,0,0,0,0,0.021,24.3,62,16.5,24.8,0,234,1,100,10
1/4/2022,4:40 AM,21.4,21.4,21.3,81,18,0,NNE,0,0.4,NNE,21.4,22.1,22.1,20.8,1007.7,0,0,0,0,0,0,0,0,0,0.021,24.3,62,16.5,24.8,0,234,1,100,10
1/4/2022,4:50 AM,21.3,21.4,21.3,81,17.9,0,---,0,0,---,21.3,22.1,22.1,20.8,1007.8,0,0,0,0,0,0,0,0,0,0.021,24.2,57,15.1,24.5,0,235,1,100,10
1/4/2022,5:00 AM,21.3,21.3,21.3,81,17.9,0,---,0,0,---,21.3,21.9,21.9,20.7,1008,0,0,0,0,0,0,0,0,0,0.02,23.9,62,16.2,24.5,0.03,234,1,100,10
1/4/2022,5:10 AM,21.2,21.3,21.2,82,18,0,NNE,0,0.4,NNE,21.2,21.9,21.9,20.7,1008,0,0,0,0,0,0,0,0,0,0.02,23.9,62,16.2,24.5,0,234,1,100,10
1/4/2022,5:20 AM,21.2,21.2,21.2,82,18,0,NNE,0,0.4,NNE,21.2,21.9,21.9,20.6,1008,0,0,0,0,0,0,0,0,0,0.02,23.9,62,16.2,24.5,0,234,1,100,10
1/4/2022,5:30 AM,21.1,21.2,21.1,82,17.9,0,NNE,0,0.9,NNE,21.1,21.8,21.8,20.6,1008.1,0,0,0,0,0,0,0,0,0,0.019,23.9,62,16.2,24.5,0,234,1,100,10
1/4/2022,5:40 AM,21.1,21.1,21.1,82,17.9,0,NNE,0,1.3,NNE,21.1,21.8,21.8,20.5,1008.2,0,0,0,0,0,0,0,0,0,0.019,24.1,62,16.3,24.6,0,234,1,100,10
1/4/2022,5:50 AM,21,21.1,21,82,17.8,0,---,0,0,---,21,21.7,21.7,20.4,1008.2,0,0,0,0,0,0,0,0,0,0.019,24.2,62,16.4,24.7,0,235,1,100,10
1/4/2022,6:00 AM,20.9,21,20.9,82,17.8,0,NNE,0,0.4,NNE,20.9,21.7,21.7,20.4,1008.3,0,0,0,0,0,0,0,0,0,0.018,24.2,62,16.4,24.7,0,234,1,100,10
1/4/2022,6:10 AM,20.8,20.9,20.8,82,17.6,0,---,0,0,---,20.8,21.6,21.6,20.3,1008.3,0,0,0,0,0,0,0,0,0,0.017,24.3,61,16.3,24.8,0.03,234,1,100,10
1/4/2022,6:20 AM,20.8,20.8,20.8,83,17.8,0,---,0,0,---,20.8,21.6,21.6,20.3,1008.5,0,0,3,0.04,7,0,0,0,0,0.017,24.3,61,16.3,24.8,0,234,1,100,10
1/4/2022,6:30 AM,20.8,20.8,20.8,83,17.8,0,NNE,0,0.9,NNE,20.8,21.7,21.7,20.5,1008.7,0,0,10,0.14,12,0,0,0,0,0.017,24.3,61,16.3,24.8,0,234,1,100,10
1/4/2022,6:40 AM,20.9,20.9,20.8,83,17.9,0,NNE,0,0.4,NNE,20.9,21.7,21.7,20.7,1008.7,0,0,19,0.27,25,0,0,0,0,0.018,24.3,61,16.3,24.8,0,234,1,100,10
1/4/2022,6:50 AM,21,21,20.9,83,18,0,NNE,0,0.4,NNE,21,21.8,21.8,20.9,1008.8,0,0,40,0.57,51,0,0,0,0,0.019,24.3,61,16.3,24.8,0,234,1,100,10
1/4/2022,7:00 AM,21.3,21.3,21,83,18.3,0,NNE,0,0.9,NNE,21.3,22.1,22.1,23.3,1009,0,0,77,1.1,111,0.5,0.04,0.7,0,0.02,24.3,61,16.3,24.8,0,235,1,100,10
1/4/2022,7:10 AM,21.5,21.5,21.3,82,18.3,0.4,NNE,0.27,1.3,NNE,21.5,22.3,22.3,24.3,1009.1,0,0,112,1.61,130,0.7,0.05,0.8,0,0.022,24.1,59,15.5,24.5,0.03,234,1,100,10
1/4/2022,7:20 AM,21.8,21.8,21.5,81,18.4,0.4,NNE,0.27,1.3,NNE,21.8,22.6,22.6,24.9,1009.2,0,0,129,1.85,174,0.8,0.06,0.9,0,0.024,23.9,61,16,24.5,0,234,1,100,10
1/4/2022,7:30 AM,22.1,22.1,21.8,80,18.4,0.4,SE,0.27,1.8,SE,22.1,22.8,22.8,26.3,1009.3,0,0,190,2.72,211,1,0.07,1.1,0,0.026,24.1,62,16.3,24.6,0,234,1,100,10
1/4/2022,7:40 AM,22.3,22.3,22.1,80,18.7,0.9,E,0.54,2.2,E,22.3,23.1,23.1,27.2,1009.4,0,0,231,3.31,246,1.1,0.08,1.2,0,0.027,24.3,60,16,24.7,0,234,1,100,10
1/4/2022,7:50 AM,22.6,22.6,22.3,78,18.5,0.9,E,0.54,2.2,E,22.6,23.4,23.4,28,1009.5,0,0,269,3.86,287,1.3,0.09,1.5,0,0.029,23.9,61,15.9,24.4,0,234,1,100,10
1/4/2022,8:00 AM,22.8,22.8,22.5,77,18.5,0.9,NNE,0.54,2.2,E,22.8,23.7,23.7,28.6,1009.5,0,0,306,4.39,323,1.5,0.11,1.7,0,0.031,23.9,62,16.2,24.5,0.13,235,1,100,10
1/4/2022,8:10 AM,23.1,23.1,22.8,76,18.6,0.9,E,0.54,2.2,E,23.1,24.1,24.1,29.4,1009.7,0,0,343,4.92,360,1.8,0.13,1.9,0,0.033,23.9,58,15.2,24.3,0,234,1,100,10
1/4/2022,8:20 AM,23.4,23.4,23.2,74,18.5,0.9,SE,0.54,2.2,ESE,23.4,24.4,24.4,29.9,1009.8,0,0,380,5.45,399,2.1,0.15,2.2,0,0.035,23.9,62,16.2,24.5,0,234,1,100,10
1/4/2022,8:30 AM,23.7,23.7,23.4,73,18.5,0,SE,0,1.3,NNE,23.7,24.7,24.7,30.4,1009.8,0,0,417,5.98,436,2.4,0.17,2.6,0,0.037,24.1,59,15.5,24.5,0,234,1,100,10
1/4/2022,8:40 AM,24,24,23.7,72,18.6,0,---,0,0,---,24,25.1,25.1,31,1009.8,0,0,461,6.61,482,2.8,0.2,3,0,0.039,23.8,62,16.1,24.3,0,234,1,100,10
1/4/2022,8:50 AM,24.1,24.1,23.9,72,18.7,0,---,0,0,---,24.1,25.1,25.1,31.2,1009.7,0,0,495,7.1,506,3.2,0.23,3.4,0,0.04,23.9,59,15.4,24.4,0,234,1,100,10
1/4/2022,9:00 AM,24.7,24.7,24.1,71,19.1,0,WSW,0,1.8,SE,24.7,25.8,25.8,32,1009.7,0,0,521,7.47,534,3.6,0.26,3.8,0,0.044,23.8,63,16.3,24.4,0.28,234,1,100,10
1/4/2022,9:10 AM,24.8,24.8,24.6,69,18.7,0.4,WSW,0.27,2.7,NNE,24.8,25.7,25.7,31.9,1009.6,0,0,552,7.91,564,4,0.29,4.2,0,0.045,23.8,59,15.3,24.2,0,235,1,100,10
1/4/2022,9:20 AM,25.1,25.1,24.8,68,18.8,0.4,NNE,0.27,2.2,SE,25.1,26.1,26.1,32.3,1009.4,0,0,587,8.41,603,4.4,0.31,4.6,0,0.047,23.8,63,16.3,24.4,0,234,1,100,10
1/4/2022,9:30 AM,25.6,25.7,25.1,65,18.5,0.4,ESE,0.27,2.7,ESE,25.6,26.4,26.4,32.7,1009.5,0,0,620,8.89,636,4.9,0.35,5.1,0,0.051,23.7,62,16,24.2,0,234,1,100,10
1/4/2022,9:40 AM,25.7,25.7,25.6,63,18.1,0.9,NNE,0.54,2.2,NNE,25.7,26.4,26.4,32.8,1009.3,0,0,647,9.27,663,5.4,0.39,5.6,0,0.051,23.8,57,14.7,24.1,0,234,1,100,10
1/4/2022,9:50 AM,25.9,25.9,25.7,62,18.1,0.4,NNE,0.27,1.8,W,25.9,26.7,26.7,33.1,1009.3,0,0,680,9.75,693,5.9,0.42,6.1,0,0.053,23.8,64,16.6,24.4,0,234,1,100,10
1/4/2022,10:00 AM,26.2,26.2,25.9,61,18.1,0.4,WSW,0.27,1.8,WSW,26.2,26.8,26.8,33.2,1009.2,0,0,709,10.16,724,6.4,0.46,6.6,0,0.054,23.7,63,16.2,24.3,0.41,234,1,100,10
1/4/2022,10:10 AM,26.6,26.6,26.2,59,17.9,0.4,NNE,0.27,1.8,WSW,26.6,27.2,27.2,33.6,1009.1,0,0,739,10.59,751,6.9,0.49,7.1,0,0.057,23.7,61,15.7,24.2,0,235,1,100,10
1/4/2022,10:20 AM,26.8,26.8,26.6,58,17.9,0.9,WSW,0.54,1.8,WSW,26.8,27.5,27.5,33.9,1008.9,0,0,769,11.02,782,7.4,0.53,7.6,0,0.059,23.8,60,15.5,24.3,0,234,1,100,10
1/4/2022,10:30 AM,27.2,27.2,26.8,58,18.2,0,ESE,0,0.4,ESE,27.2,28,28,34.4,1008.8,0,0,795,11.4,802,7.9,0.56,8,0,0.062,23.9,60,15.7,24.4,0,234,1,100,10
1/4/2022,10:40 AM,27.6,27.7,27.2,55,17.8,0,WSW,0,1.3,WSW,27.6,28.3,28.3,34.7,1008.7,0,0,816,11.7,828,8.3,0.59,8.6,0,0.064,23.9,64,16.7,24.6,0,234,1,100,10
1/4/2022,10:50 AM,27.7,27.7,27.4,56,18.1,0.4,WSW,0.27,1.3,WNW,27.7,28.5,28.5,34.9,1008.5,0,0,840,12.04,849,8.8,0.63,9,0,0.065,24.2,64,16.9,24.8,0,234,1,100,10
1/4/2022,11:00 AM,28.1,28.2,27.7,53,17.6,1.3,WSW,0.8,2.2,NNE,28.1,28.9,28.9,35.2,1008.4,0,0,861,12.34,874,9.2,0.66,9.4,0,0.068,24.3,61,16.3,24.8,0.53,234,1,100,10
1/4/2022,11:10 AM,28,28.1,28,53,17.5,0.9,WSW,0.54,2.2,WSW,28,28.7,28.7,35,1008.4,0,0,879,12.6,889,9.6,0.69,9.8,0,0.067,24.3,58,15.5,24.7,0,235,1,100,10
1/4/2022,11:20 AM,28.5,28.5,28,53,18,0.9,W,0.54,2.2,NNE,28.5,29.5,29.5,35.7,1008.2,0,0,896,12.84,902,9.9,0.71,10,0,0.071,24.4,62,16.7,24.9,0,234,1,100,10
1/4/2022,11:30 AM,29.2,29.2,28.5,50,17.7,0.9,SE,0.54,2.2,SE,29.2,30.2,30.2,36.4,1008,0,0,911,13.06,919,10.2,0.73,10.4,0,0.076,24.6,58,15.7,24.9,0,234,1,100,10
1/4/2022,11:40 AM,29.4,29.4,29.2,51,18.2,0.9,E,0.54,2.2,SE,29.4,30.5,30.5,36.7,1007.8,0,0,920,13.19,923,10.4,0.74,10.6,0,0.077,24.7,62,16.9,25.3,0,234,1,100,10
1/4/2022,11:50 AM,29.7,29.7,29.4,49,17.9,1.3,WSW,0.8,2.7,SE,29.7,30.7,30.7,36.9,1007.6,0,0,928,13.3,935,10.7,0.76,11,0,0.079,24.7,62,16.9,25.3,0,234,1,100,10
1/4/2022,12:00 PM,29.7,29.7,29.5,49,17.9,1.3,WSW,0.8,2.7,WSW,29.7,30.7,30.7,36.8,1007.4,0,0,939,13.46,944,10.9,0.78,11.1,0,0.079,24.7,61,16.7,25.2,0.63,234,1,100,10
1/4/2022,12:10 PM,30.4,30.4,29.7,48,18.1,1.3,WSW,0.8,2.7,NNE,30.4,31.7,31.7,37.6,1007.2,0,0,949,13.6,953,11,0.79,11.1,0,0.084,24.7,58,15.9,25.1,0,234,1,100,10
1/4/2022,12:20 PM,30.7,30.7,30.3,47,18.1,1.3,ESE,0.8,2.7,WSW,30.7,31.9,31.9,37.8,1007,0,0,947,13.58,953,10.9,0.78,11,0,0.086,24.7,60,16.4,25.2,0,235,1,100,10
1/4/2022,12:30 PM,30.9,30.9,30.6,46,17.9,0.9,E,0.54,2.2,ENE,30.9,32,32,38,1006.8,0,0,945,13.55,949,10.7,0.76,10.9,0,0.087,24.7,61,16.7,25.2,0,234,1,100,10
1/4/2022,12:40 PM,31.2,31.2,30.8,45,17.8,1.3,WSW,0.8,2.2,NNE,31.2,32.2,32.2,37.6,1006.6,0,0,956,13.7,962,10.9,0.78,11.1,0,0.089,24.7,63,17.2,25.3,0,234,1,100,10
1/4/2022,12:50 PM,31.6,31.6,31.1,45,18.2,1.3,NNE,0.8,2.7,W,31.6,33.1,33.1,38.6,1006.4,0,0,957,13.72,963,10.9,0.78,11,0,0.092,24.7,60,16.4,25.2,0,234,1,100,10
1/4/2022,1:00 PM,31.9,31.9,31.6,44,18.2,0.9,SE,0.54,4,ESE,31.9,33.4,33.4,39.2,1006.2,0,0,943,13.52,954,10.5,0.75,10.8,0,0.095,24.8,60,16.5,25.3,0,234,1,100,10
1/4/2022,1:10 PM,32.1,32.1,31.9,43,17.9,1.3,ESE,0.8,3.1,E,32.1,33.4,33.4,38.9,1005.9,0,0,939,13.46,949,10.3,0.74,10.4,0,0.095,24.8,62,17.1,25.4,0.69,234,1,100,10
1/4/2022,1:20 PM,32.3,32.3,32.1,43,18.1,1.3,ESE,0.8,4,NNE,32.3,33.7,33.7,39.2,1005.8,0,0,927,13.29,942,10,0.71,10.1,0,0.097,24.8,59,16.3,25.2,0,235,1,100,10
1/4/2022,1:30 PM,32.4,32.5,32.3,41,17.5,0.9,NNE,0.54,2.2,NNE,32.4,33.5,33.5,39.6,1005.5,0,0,900,12.9,916,9.3,0.66,9.6,0,0.098,24.7,61,16.7,25.2,0,234,1,100,10
1/4/2022,1:40 PM,32.6,32.6,32.4,41,17.6,1.3,ESE,0.8,2.7,NNE,32.6,33.7,33.7,39.8,1005.4,0,0,888,12.73,926,9,0.64,9.3,0,0.099,24.7,60,16.4,25.2,0,234,1,100,10
1/4/2022,1:50 PM,32.5,32.6,32.4,41,17.5,1.3,ESE,0.8,2.7,ESE,32.5,33.6,33.6,39.3,1005.1,0,0,886,12.7,912,9.1,0.65,9.3,0,0.098,24.7,61,16.6,25.1,0,234,1,100,10
1/4/2022,2:00 PM,32.4,32.6,32.4,41,17.5,1.3,WSW,0.8,3.1,W,32.4,33.5,33.5,39.2,1004.9,0,0,874,12.53,888,8.7,0.62,9,0,0.098,24.7,57,15.6,24.9,0.66,234,1,100,10
1/4/2022,2:10 PM,33,33,32.4,40,17.6,1.3,SE,0.8,4,NNE,33,34.2,34.2,40,1004.8,0,0,863,12.37,872,8.4,0.6,8.5,0,0.102,24.6,62,16.8,25.1,0,234,1,100,10
